0,0.0
1,9.999999999999964e-05
2,0.0053333333333333306
3,0.07076666666666603
4,0.02220000000000004
5,9.999999999999994e-05
6,0.0
7,0.0006333333333333307
8,0.05370000000000009
9,0.4379000000000002
10,0.7792000000000004
11,0.45489999999999986
12,0.040900000000000186
13,0.001766666666666669
14,0.00936666666666666
15,0.2187000000000002
16,0.7032666666666649
17,0.6785333333333335
18,0.6714666666666654
19,0.17879999999999957
20,0.004633333333333309
21,0.003800000000000003
22,0.20379999999999987
23,0.6145999999999989
24,0.7249999999999993
25,0.7027999999999962
26,0.2259666666666668
27,0.008800000000000086
28,0.005666666666666689
29,0.16839999999999927
30,0.5047000000000003
31,0.6855000000000016
32,0.7065666666666689
33,0.28319999999999734
34,0.020533333333333334
35,0.003966666666666627
36,0.07503333333333309
37,0.44830000000000025
38,0.8851666666666669
39,0.6154666666666668
40,0.11403333333333338
41,0.01080000000000003
42,0.0
43,0.0020999999999999834
44,0.06273333333333297
45,0.29456666666666853
46,0.09326666666666696
47,0.0016000000000000005
48,3.333333333333317e-05
49,0.35239999999999916
