,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,0.0,0.0003947140429119637,0.015700134162619114,0.0010159098094022698,0.0,0.0,0.0,0.006601065937086459,0.6144023986574852,0.8220154900908986,0.7007139600025077,0.008202831199456286,0.0,0.0,0.3584137160220728,0.836477214142479,0.3287759372004067,0.8133955894587135,0.5965248305799518,0.00032873246345597985,0.0001300046788456959,0.5016402956366425,0.5774426452637074,0.0710402384848473,0.3060941708994061,0.7019961244084116,0.013856486146609287,0.0,0.5308921334661237,0.7430132515444796,0.053237842157304725,0.6080383397306961,0.6599621830660954,0.004499659325991371,0.0,0.0579082317995619,0.820646507766295,0.8319464857841438,0.7470328825949698,0.11037886373545662,0.0,0.0,0.00012033738005538444,0.004752574396457242,0.02600499710719767,0.00325015079509667,0.00010880210534833907,0.0,0.7849526354673895
1,0.0,0.0,7.386706683764138e-05,0.01681723431025358,0.00046079019145031674,0.0,0.0,8.202910721544535e-05,0.001123760121423771,0.0038794622393709135,0.9981353857757467,0.04006225463351066,4.9223348952207603e-05,0.0,3.981917584014278e-05,0.00041183392463831515,0.007087059822663154,0.998427423342565,0.033935966545640114,0.0005718701607671759,0.0,0.0,0.0034272173217209986,0.013632975045229286,0.9972643271829967,0.021797479197369768,0.0012724336324092774,0.0,0.0,0.003100278453992281,0.018716050892753463,0.9968094332221935,0.021569698985298254,0.0010060737943302618,0.0002770273917394617,0.0,0.00021782108946743846,0.027778485763084036,0.9989265788250772,0.042900105140549386,0.0029736339017098438,3.979650951856167e-05,0.0,0.0,0.00021289200377753493,0.11211857903718724,0.005020516282141025,0.0,0.0,0.0
2,0.0,0.00011819348916996185,0.011520790920749749,0.03143426203252432,0.0034496127702648054,0.0,0.0,0.0006213333114758804,0.11165690487769159,0.448605324584223,0.522002358373766,0.3390668829675155,0.02983954601799865,6.057011760386003e-05,0.001065899620274704,0.1388757941836886,0.24931379305593504,0.3035859223212094,0.5141122802000334,0.06655555192068835,0.00035635385530376977,0.0005875408558883592,0.04586863418800519,0.1427561392246518,0.4133813275311066,0.4559968718420001,0.09377860407075536,0.020624244957260545,0.015322283580243495,0.18096555446199403,0.49446472647311773,0.5444871109623655,0.37419745044388497,0.27682370873206197,0.08036975922239872,0.010799233277989092,0.11634198172960794,0.46740773167032607,0.4556486860611405,0.34354563826051854,0.23776100887323573,0.042102481670730094,0.0,0.0,0.007436237171954282,0.008567330235319453,0.009721300108573663,0.00016662069889061866,0.0,0.13532462171740542
3,0.0,0.0,0.0005479440959188755,0.0016104191030011643,8.606123553169914e-05,0.0,0.0,0.0005538660005529146,0.2039052975934093,0.612712203097847,0.6048347952671298,0.3113643549887662,0.0018447991691355025,0.00012452388212722473,0.0037246063549901958,0.20448115810438314,0.2824345494984496,0.46681864960716096,0.5277136722976985,0.10229330160455007,0.0,0.00026457517658122807,0.018779800672472303,0.3864103675824449,0.6258499841980748,0.5734620724679277,0.15686781147702614,0.0,0.0032933690203671416,0.11807833700336225,0.14209320794878433,0.16971791626148441,0.5523253314512826,0.25654389027858066,0.0023357512695826904,0.001973090454259799,0.2588656253785656,0.5438153320656185,0.5774434839910668,0.630994247293083,0.12023742405429613,0.0027565395727644788,0.0,0.011990977656745214,0.14364280071789698,0.16072924104122602,0.07175851807684014,0.00018703408127201398,0.0,0.00875953882683682
4,0.0,0.0,6.855399049304749e-05,0.0009642773976841709,0.005472978473557496,0.0002069725723854231,0.0,0.0,0.04567981042875598,0.18222804188391173,0.33098330257279956,0.33426459678485243,0.11266419399031723,0.010348455003310353,0.00045198689547784355,0.10409987063757396,0.5802526311479391,0.30338189661772025,0.4361179924586934,0.24856635812920083,0.008820923064976892,0.0018422800556052203,0.25023713529988517,0.601890736027603,0.34793085796226686,0.6261349241318184,0.23756432229103916,0.0021773942388587917,0.005083582857881103,0.2806569466001407,0.46872533839903985,0.5771965062460029,0.5660386335655828,0.05428164655093868,0.001714195641367741,0.0004996700613439307,0.0023883124840643104,0.013869151974292534,0.4267367212473526,0.323240818801485,0.020114672685077106,0.0,0.0,0.0,0.013130103909035318,0.14126239240118899,0.18645370120903218,0.0030101670372310943,0.0,0.03737481342547479
5,0.0,8.262409459065914e-05,4.9002040698416584e-05,0.002217913565569921,0.0029379520204900005,0.0,0.0,8.858500093872743e-05,0.014659310619820126,0.31751026398628474,0.41019838750722887,0.36788927548658557,0.057921247921911445,5.7484447766949584e-05,0.0003985359708458711,0.12741018486557187,0.4991195160647367,0.28567343284107605,0.18943739073731133,0.15240216105277302,0.0010976381174275219,8.127940658747666e-05,0.08533937828442881,0.4875208591645115,0.47206101573485354,0.35168709019616445,0.07052164690441035,0.0011832176940842131,0.00014328713853122756,0.06310071155548767,0.214917253484589,0.20734513467473992,0.43565654333901266,0.17489887738197069,0.0017486988340569363,0.0,0.024331700231473893,0.27758435988611435,0.49004883624561596,0.49770890343213553,0.13927929176474266,0.0018957245122574273,0.0,0.0002000348620182645,0.02217947139852029,0.13454643049679404,0.03639414553472846,0.0013374282722471628,0.0,0.04295506392075855
6,0.0,0.0,0.011404492112352498,0.29722461743031964,0.13962185394611526,4.96826999108752e-05,0.0,4.5950177160227446e-05,0.0015054529222520978,0.16962889471396286,0.4942040776760857,0.11682056659045052,0.006064277908086142,3.343364949996972e-05,0.0,0.03948428796355471,0.4323134462814753,0.31597301822373186,0.06200349200928131,0.04107916016036488,0.0015506035796204105,0.00016463205495755693,0.08280085443799738,0.44241391576758937,0.42128976493710235,0.4503238305951947,0.26668953736689543,0.006074365150589808,0.00016463205495755693,0.08258635000298496,0.4662335680745679,0.452427723697944,0.4925702022700852,0.3515837745678174,0.009270617869516634,0.0,0.0041227495025413065,0.15117865855306414,0.502409180799386,0.354441584164784,0.04223594267069735,0.0013985312934056964,0.0,0.0,0.0,0.00012846753944449117,8.73892350272505e-05,0.0,0.0,0.3412042067257931
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.007607198379535e-05,0.014613232826881008,0.10475323660231815,0.12191874121310112,0.12396675342778063,0.003133635127707187,0.0,0.04178202948496596,0.38671682566256266,0.4976538484220976,0.5888852123274905,0.5650525928769653,0.08889709956445066,0.008078356568270807,0.012154748986761648,0.16837234693100697,0.12600225089137587,0.21674298254624524,0.5466013781652663,0.06286245372736642,0.0006170563741085576,0.0008112371716456711,0.02568793404098295,0.06227253862391534,0.5097452820976361,0.3785741783493881,0.022241124664351606,0.0004747806024927459,0.0,0.0011395000233418206,0.08509312440864703,0.5657043049852376,0.10083449665629692,0.0010409926195810207,0.0008266668232031073,0.0,0.003070807534899658,0.14261064892582082,0.4922138230668659,0.058943083360832656,0.00012479068808910187,0.0,0.0015600377905457975
8,0.0,0.0,0.0,0.0006682395772505596,0.0002710323373999761,0.0,0.0,0.0,0.008684481477939994,0.345327627589544,0.5029173684968539,0.4350796819605988,0.02085708512271516,0.0008443884318911168,0.0006437848134596156,0.15373181473931802,0.49859169902756434,0.32417228940580983,0.49540857089259127,0.09324977966284898,0.004366043235021487,0.00012342320843700136,0.04001607073393019,0.39998777984262124,0.5255915860252739,0.3908920311264704,0.045520130555686926,0.0018168092025472595,0.0,0.014135937016470791,0.40473521662569717,0.46503855345388406,0.42525526354285936,0.04992965957778337,0.0019485686293189283,0.0,0.009258901521146026,0.41264215522564585,0.47008682169305577,0.48275146992924467,0.05180190398295079,0.0007658450784217245,0.0,0.0006465371255841515,0.0636311146526349,0.22563705239195472,0.08640628965824793,0.0009001262532726102,0.0,0.4803631926467664
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030423366945892466,0.06844206120439761,0.41383970857045266,0.13354953396469518,0.0019400404975913467,0.00017385720919127484,5.5293684670740615e-05,0.08393586443044707,0.58827869601167,0.5046886060401169,0.5659924146044754,0.04187274957996516,0.0005804324529871654,0.0023490786342601757,0.2119743096275455,0.5422063964330461,0.5032528398557541,0.5263840179315571,0.03242683907198323,3.390809033042091e-05,0.0003293847713998743,0.04858690125371634,0.24655473187365987,0.478953326108736,0.41168260237930704,0.009286956514173756,0.00027599072636693767,0.0,0.0013816348833784746,0.02693444611420286,0.5034297347767164,0.22945010249198663,0.003036648135286533,0.00027383026150787316,0.0,0.00012598690787963944,0.02457829397087858,0.5151877024181017,0.11117569170635055,0.0006874250408260991,5.259921643095361e-05,0.43080070576791923
